 800  0  0  -57.12165 -129.38362  237.05854  44184.00000
 800  0  1  -77.63980 -123.93228  232.98205  44104.00000
 800  0  2  -89.54823 -135.92883  219.51589  44104.00000
 800  0  3  -80.95398 -153.39233  210.10871  44184.00000
 800  0  4  -60.41759 -158.80951  214.13865  44104.00000
 800  0  5  -48.50917 -146.81296  227.60481  44104.00000
 801  0  0  -64.26405 -208.07938  168.02055  44184.00000
 801  0  1  -53.10506 -197.45103  183.18118  44104.00000
 801  0  2  -62.47211 -181.44648  194.27975  44104.00000
 801  0  3  -83.01034 -176.04948  190.23211  44184.00000
 801  0  4  -94.15058 -186.63801  175.02988  44104.00000
 801  0  5  -84.78352 -202.64255  163.93132  44104.00000
 802  0  0 -145.92695 -143.93719  183.09474  44184.00000
 802  0  1 -137.33085 -161.36922  173.63105  44104.00000
 802  0  2 -117.64106 -168.18739  179.36600  44104.00000
 802  0  3 -106.52175 -157.58242  194.57210  44184.00000
 802  0  4 -115.09323 -140.11519  203.99311  44104.00000
 802  0  5 -134.78303 -133.29701  198.25816  44104.00000
 804  0  0  144.84986 -139.26204  185.39294  44184.00000
 804  0  1  133.51447 -128.72629  200.48720  44104.00000
 804  0  2  113.76240 -135.59541  205.94028  44104.00000
 804  0  3  105.32003 -153.00921  196.30620  44184.00000
 804  0  4  116.63128 -163.50950  181.16919  44104.00000
 804  0  5  136.38335 -156.64038  175.71610  44104.00000
 805  0  0   63.42858 -203.36922  168.92705  44184.00000
 805  0  1   83.99150 -197.89119  165.12086  44104.00000
 805  0  2   93.21031 -181.95005  176.43275  44104.00000
 805  0  3   81.87818 -171.46619  191.56554  44184.00000
 805  0  4   61.29698 -176.90415  195.33016  44104.00000
 805  0  5   52.07817 -192.84529  184.01828  44104.00000
 806  0  0   55.38613 -125.11669  238.36870  44184.00000
 806  0  1   46.90313 -142.49242  228.70164  44104.00000
 806  0  2   58.98355 -154.39467  215.30517  44104.00000
 806  0  3   79.56269 -148.93665  211.55835  44184.00000
 806  0  4   88.02800 -131.52647  221.17885  44104.00000
 806  0  5   75.94757 -119.62423  234.57531  44104.00000
 808  0  0 -108.70645  -54.79454  254.05512  44184.00000
 808  0  1  -99.10397  -36.54232  260.53420  44104.00000
 808  0  2 -108.56210  -17.45720  256.87812  44104.00000
 808  0  3 -127.63501  -16.59947  246.73819  44184.00000
 808  0  4 -137.20891  -34.84773  240.20587  44104.00000
 808  0  5 -127.75079  -53.93285  243.86196  44104.00000
 809  0  0 -185.44092    1.29808  209.60605  44184.00000
 809  0  1 -177.12683  -17.83914  215.26048  44104.00000
 809  0  2 -159.28172  -18.71258  227.42002  44104.00000
 809  0  3 -149.72749   -0.44995  233.94095  44184.00000
 809  0  4 -158.00748   18.68720  228.23647  44104.00000
 809  0  5 -175.85259   19.56065  216.07694  44104.00000
 810  0  0 -105.13434   50.04954  256.34393  44184.00000
 810  0  1 -124.17801   50.93057  246.15118  44104.00000
 810  0  2 -134.90715   32.71065  241.68071  44104.00000
 810  0  3 -126.60657   13.58599  247.39716  44184.00000
 810  0  4 -107.53457   12.70139  257.53649  44104.00000
 810  0  5  -96.80543   30.92131  262.00697  44104.00000
 812  0  0  182.09037    3.01719  212.67056  44184.00000
 812  0  1  172.18580   21.13767  219.06414  44104.00000
 812  0  2  154.21274   20.00264  231.01177  44104.00000
 812  0  3  146.12086    0.74567  236.58135  44184.00000
 812  0  4  155.99191  -17.37521  230.13733  44104.00000
 812  0  5  173.96498  -16.24019  218.18970  44104.00000
 813  0  0  105.59092  -54.17901  256.10683  44184.00000
 813  0  1  124.74016  -53.04402  246.13948  44104.00000
 813  0  2  133.98671  -33.82780  242.63185  44104.00000
 813  0  3  124.09605  -15.72158  249.08701  44184.00000
 813  0  4  104.91880  -16.85287  259.00080  44104.00000
 813  0  5   95.67225  -36.06909  262.50842  44104.00000
 814  0  0  100.60330   50.60360  258.55817  44184.00000
 814  0  1   92.46289   31.35499  264.08578  44104.00000
 814  0  2  103.48410   13.28804  259.70593  44104.00000
 814  0  3  122.66007   14.44619  249.79277  44184.00000
 814  0  4  130.77284   33.69096  244.21142  44104.00000
 814  0  5  119.75162   51.75791  248.59127  44104.00000
 816  0  0  -60.21246  127.50545  240.59960  44184.00000
 816  0  1  -51.47014  145.02906  231.44402  44104.00000
 816  0  2  -63.21389  157.20470  217.99398  44104.00000
 816  0  3  -83.71523  151.87256  213.68203  44184.00000
 816  0  4  -92.43888  134.31531  222.79085  44104.00000
 816  0  5  -80.69513  122.13967  236.24088  44104.00000
 817  0  0 -148.41210  142.85365  185.86809  44184.00000
 817  0  1 -137.44863  132.01572  201.02300  44104.00000
 817  0  2 -117.80966  138.73025  207.04723  44104.00000
 817  0  3 -109.10862  156.29143  197.92439  44184.00000
 817  0  4 -120.04708  167.09461  182.72665  44104.00000
 817  0  5 -139.68605  160.38009  176.70242  44104.00000
 818  0  0  -66.48469  207.02025  172.42088  44184.00000
 818  0  1  -86.96852  201.66913  168.04959  44104.00000
 818  0  2  -96.48051  185.55225  178.85854  44104.00000
 818  0  3  -85.52106  174.76552  194.05282  44184.00000
 818  0  4  -65.01810  180.07727  198.38225  44104.00000
 818  0  5  -55.50611  196.19415  187.57331  44104.00000
 820  0  0   51.13807  133.86435  240.80033  44184.00000
 820  0  1   71.29914  126.35331  238.69186  44104.00000
 820  0  2   85.38428  136.61599  225.91096  44104.00000
 820  0  3   79.32669  154.40305  215.22191  44184.00000
 820  0  4   59.14809  161.87989  217.28359  44104.00000
 820  0  5   45.06294  151.61722  230.06449  44104.00000
 821  0  0   71.54116  208.62468  170.05510  44184.00000
 821  0  1   58.19164  199.72297  184.54232  44104.00000
 821  0  2   65.01707  183.38483  196.93360  44104.00000
 821  0  3   85.20091  175.92716  194.85379  44184.00000
 821  0  4   98.53142  184.78930  180.32486  44104.00000
 821  0  5   91.70599  201.12743  167.93358  44104.00000
 822  0  0  145.08998  137.80153  194.24049  44184.00000
 822  0  1  139.03217  155.55512  183.49607  44104.00000
 822  0  2  119.68787  164.41689  187.28184  44104.00000
 822  0  3  106.37621  155.53660  201.81696  44184.00000
 822  0  4  112.40972  137.74852  212.51794  44104.00000
 822  0  5  131.75402  128.88675  208.73217  44104.00000
 824  0  0 -221.53340 -198.42351   61.24100  69756.00000
 824  0  1 -237.52340 -178.12748   56.24781  53477.00000
 824  0  2 -237.95559 -184.93260   34.19870  40644.00000
 824  0  3 -222.01741 -201.59941   35.12166  53477.00000
 825  0  0 -218.99149 -190.92659   90.72521  69756.00000
 825  0  1 -215.13810 -181.31008  114.91642  53477.00000
 825  0  2 -231.38842 -165.56388  110.37282  40644.00000
 825  0  3 -234.78671 -170.05610   87.99132  53477.00000
